% contact : Philip Gentry
% he said this is T2LT from MSU, and is the anomaly from seasonal averages
%Year Mo Globe  Land Ocean   NH   Land Ocean   SH   Land Ocean Trpcs  Land Ocean NoExt  Land Ocean SoExt  Land Ocean NoPol  Land Ocean SoPol  Land Ocean USA48
 1978 12 -0.28 -0.35 -0.24 -0.30 -0.40 -0.21 -0.26 -0.25 -0.27 -0.21 -0.20 -0.22 -0.38 -0.51 -0.21 -0.26 -0.19 -0.28 -0.61 -1.29  0.47 -0.21 -0.21 -0.21 -1.58
 1979  1 -0.25 -0.39 -0.17 -0.47 -0.69 -0.27 -0.03  0.17 -0.10 -0.12 -0.10 -0.13 -0.67 -0.88 -0.41  0.03  0.41 -0.07 -0.45 -1.02  0.46  0.25  0.43  0.10 -3.77
 1979  2 -0.26 -0.45 -0.14 -0.42 -0.57 -0.27 -0.10 -0.23 -0.05  0.00  0.08 -0.03 -0.65 -0.82 -0.44 -0.13 -0.39 -0.07 -2.86 -3.15 -2.39 -0.30 -0.68 -0.01 -2.39
 1979  3 -0.26 -0.33 -0.22 -0.35 -0.35 -0.34 -0.17 -0.29 -0.13 -0.10 -0.14 -0.08 -0.51 -0.46 -0.58 -0.17 -0.30 -0.13 -0.94 -1.14 -0.64 -0.41 -0.89 -0.03 -0.55
 1979  4 -0.28 -0.40 -0.21 -0.39 -0.56 -0.23 -0.17 -0.09 -0.19 -0.05 -0.04 -0.05 -0.59 -0.76 -0.37 -0.21 -0.03 -0.26 -0.92 -0.88 -0.98  0.03  0.68 -0.48 -0.92
 1979  5 -0.25 -0.34 -0.19 -0.38 -0.37 -0.39 -0.11 -0.29 -0.06 -0.12 -0.16 -0.10 -0.49 -0.43 -0.56 -0.14 -0.41 -0.07 -0.82 -0.45 -1.41  0.07 -0.10  0.20 -0.88
 1979  6 -0.20 -0.25 -0.18 -0.25 -0.29 -0.22 -0.15 -0.18 -0.14 -0.05 -0.07 -0.05 -0.32 -0.33 -0.32 -0.24 -0.33 -0.21 -0.69 -0.94 -0.30 -1.08 -1.17 -1.01 -0.28
 1979  7 -0.12 -0.27 -0.03  0.00 -0.16  0.15 -0.24 -0.49 -0.15  0.00 -0.04  0.02 -0.03 -0.24  0.24 -0.34 -0.75 -0.23 -0.15 -0.40  0.24 -1.04 -1.47 -0.69 -0.14
 1979  8 -0.24 -0.33 -0.19 -0.19 -0.29 -0.10 -0.29 -0.41 -0.25 -0.01  0.03 -0.04 -0.30 -0.42 -0.16 -0.41 -0.71 -0.33 -0.25 -0.43  0.04 -1.04 -1.14 -0.96 -0.69
 1979  9 -0.10 -0.15 -0.07 -0.14 -0.13 -0.16 -0.06 -0.20 -0.01  0.03  0.05  0.02 -0.22 -0.16 -0.29 -0.12 -0.47 -0.02 -0.17 -0.11 -0.26 -0.12 -0.34  0.06  0.96
 1979 10  0.01 -0.09  0.07 -0.04 -0.12  0.04  0.06 -0.03  0.09  0.14  0.19  0.11 -0.14 -0.21 -0.06  0.03 -0.24  0.10 -0.49 -0.60 -0.32 -0.10 -0.63  0.31  0.16
 1979 11 -0.11 -0.10 -0.12 -0.10 -0.15 -0.06 -0.12 -0.02 -0.15  0.20  0.14  0.23 -0.26 -0.27 -0.25 -0.29 -0.07 -0.35 -0.82 -0.32 -1.61 -0.08  0.01 -0.15 -1.26
 1979 12  0.02  0.22 -0.09 -0.03  0.13 -0.18  0.07  0.38 -0.04 -0.02 -0.14  0.05 -0.02  0.24 -0.34  0.10  0.76 -0.08 -1.07 -0.64 -1.75  1.34  1.50  1.21  1.66
 1980  1 -0.08 -0.32  0.06 -0.33 -0.60 -0.07  0.17  0.22  0.16  0.11  0.13  0.10 -0.56 -0.85 -0.20  0.21  0.32  0.18  0.31  0.18  0.51  0.86  0.79  0.91 -1.00
 1980  2  0.01  0.02  0.00 -0.17 -0.14 -0.20  0.18  0.32  0.14  0.12  0.04  0.16 -0.32 -0.17 -0.51  0.22  0.49  0.15  1.30  1.58  0.85  1.05  1.06  1.04 -1.13
 1980  3 -0.10 -0.31  0.02 -0.42 -0.72 -0.13  0.21  0.47  0.12  0.07 -0.06  0.14 -0.69 -0.95 -0.35  0.30  0.96  0.12 -0.22 -0.65  0.47  1.47  2.01  1.04 -1.50
 1980  4  0.04  0.05  0.03 -0.23 -0.26 -0.20  0.30  0.64  0.19  0.19  0.20  0.18 -0.46 -0.44 -0.49  0.37  1.07  0.19 -0.62 -0.53 -0.77  1.88  2.58  1.33 -0.52
 1980  5  0.08  0.08  0.08 -0.08 -0.15 -0.02  0.25  0.55  0.15  0.25  0.24  0.25 -0.25 -0.28 -0.21  0.24  0.78  0.09 -0.25 -0.54  0.21  0.83  1.16  0.57 -0.37
 1980  6  0.04 -0.16  0.16 -0.03 -0.20  0.14  0.11 -0.09  0.18  0.27  0.18  0.31 -0.17 -0.31  0.00  0.03 -0.34  0.12 -0.48 -0.73 -0.09 -0.49 -0.65 -0.36 -0.68
 1980  7  0.00  0.10 -0.06 -0.04 -0.09  0.01  0.04  0.46 -0.10  0.04  0.02  0.05 -0.09 -0.14 -0.04  0.05  0.86 -0.16 -0.79 -0.92 -0.59  1.60  2.70  0.73  0.77
 1980  8  0.05  0.16 -0.02 -0.07 -0.03 -0.10  0.17  0.54  0.04 -0.05 -0.12 -0.01 -0.06  0.01 -0.15  0.26  1.04  0.06  0.08  0.55 -0.68  1.30  2.26  0.53  0.08
 1980  9  0.07  0.14  0.02 -0.09 -0.14 -0.05  0.23  0.69  0.07  0.09  0.09  0.08 -0.19 -0.22 -0.15  0.30  1.17  0.06 -0.24 -0.12 -0.44  1.42  2.19  0.80  0.54
 1980 10 -0.03 -0.05 -0.03  0.02 -0.03  0.07 -0.09 -0.07 -0.09  0.04  0.10  0.01 -0.01 -0.09  0.10 -0.14 -0.17 -0.13  0.85  0.85  0.84 -0.52 -0.43 -0.59 -0.41
 1980 11  0.00  0.21 -0.12 -0.03  0.13 -0.19  0.03  0.37 -0.08 -0.02 -0.01 -0.03 -0.09  0.17 -0.42  0.11  0.71 -0.04 -1.53 -1.20 -2.04  0.83  1.60  0.22  0.16
 1980 12 -0.16 -0.11 -0.19 -0.26 -0.22 -0.30 -0.05  0.11 -0.11 -0.07 -0.12 -0.03 -0.36 -0.24 -0.52 -0.05  0.27 -0.13 -1.04 -0.63 -1.68  0.11  0.42 -0.14  0.91
 1981  1  0.02  0.23 -0.11 -0.09  0.32 -0.48  0.12  0.04  0.15 -0.17 -0.23 -0.14 -0.03  0.53 -0.75  0.26  0.19  0.28  1.38  2.65 -0.63  0.00 -0.20  0.15  0.45
 1981  2  0.06  0.04  0.07 -0.14 -0.04 -0.23  0.26  0.19  0.28 -0.19 -0.20 -0.18 -0.14  0.01 -0.33  0.52  0.52  0.52 -0.20  0.15 -0.77  0.63  0.51  0.72  0.17
 1981  3  0.02  0.13 -0.05 -0.08  0.09 -0.24  0.11  0.21  0.08 -0.09 -0.12 -0.07 -0.08  0.19 -0.43  0.23  0.41  0.18  0.27  0.23  0.32  1.38  1.97  0.90 -1.50
 1981  4 -0.11 -0.07 -0.14 -0.12  0.01 -0.25 -0.10 -0.22 -0.07 -0.06 -0.08 -0.05 -0.18  0.03 -0.45 -0.10 -0.30 -0.05 -0.28 -0.58  0.20  0.22 -0.60  0.86  1.80
 1981  5 -0.04 -0.10  0.00 -0.05 -0.09 -0.01 -0.02 -0.11  0.01 -0.03 -0.06 -0.01 -0.08 -0.11 -0.04  0.00 -0.11  0.03  0.03  0.12 -0.12  0.22 -0.19  0.53 -0.60
 1981  6 -0.08 -0.10 -0.07 -0.04 -0.06 -0.03 -0.12 -0.18 -0.11 -0.08 -0.04 -0.10 -0.05 -0.07 -0.03 -0.11 -0.26 -0.07 -0.14 -0.04 -0.30  0.05  0.45 -0.27  0.29
 1981  7 -0.03  0.11 -0.11 -0.05 -0.02 -0.08 -0.01  0.36 -0.13 -0.17 -0.24 -0.14  0.03  0.06 -0.01  0.06  0.82 -0.14 -0.60 -0.62 -0.58  1.16  2.16  0.36  0.26
 1981  8 -0.03  0.14 -0.12 -0.01  0.00 -0.01 -0.04  0.42 -0.20 -0.23 -0.09 -0.29  0.09  0.01  0.21  0.07  0.90 -0.15  0.32  0.46  0.11  1.46  2.82  0.38  0.21
 1981  9 -0.10  0.00 -0.16 -0.16 -0.19 -0.14 -0.04  0.35 -0.17 -0.07 -0.10 -0.06 -0.20 -0.20 -0.20 -0.03  0.70 -0.22  0.01 -0.16  0.29  1.06  1.45  0.76  0.11
 1981 10 -0.13 -0.14 -0.13 -0.09 -0.16 -0.02 -0.18 -0.10 -0.21  0.02  0.01  0.02 -0.15 -0.25 -0.04 -0.27 -0.09 -0.32  0.46  0.51  0.38  0.18  0.61 -0.16 -0.61
 1981 11 -0.13 -0.18 -0.10 -0.16 -0.17 -0.15 -0.10 -0.20 -0.06 -0.02 -0.03 -0.01 -0.23 -0.19 -0.28 -0.14 -0.41 -0.07  0.49  0.69  0.17 -0.70 -0.79 -0.62  0.47
 1981 12  0.04  0.16 -0.03 -0.06  0.10 -0.21  0.13  0.27  0.09 -0.01  0.14 -0.08 -0.10  0.08 -0.32  0.22  0.41  0.17 -0.20 -0.13 -0.31  0.37  0.63  0.17 -0.38
 1982  1 -0.21 -0.48 -0.06 -0.43 -0.79 -0.09  0.01  0.13 -0.04 -0.14 -0.12 -0.14 -0.57 -1.00 -0.01  0.06  0.33 -0.01 -1.33 -2.03 -0.22  0.64  0.57  0.71 -1.91
 1982  2 -0.21 -0.44 -0.07 -0.40 -0.67 -0.15 -0.01  0.01 -0.01 -0.19 -0.22 -0.17 -0.50 -0.78 -0.14  0.07  0.10  0.06  0.29  0.11  0.57  0.09  0.22 -0.02 -0.76
 1982  3 -0.36 -0.86 -0.07 -0.58 -0.97 -0.22 -0.14 -0.63  0.03 -0.10 -0.15 -0.08 -0.83 -1.22 -0.35 -0.16 -1.10  0.10 -1.09 -1.62 -0.25 -1.23 -2.36 -0.34 -0.66
 1982  4 -0.25 -0.38 -0.17 -0.25 -0.24 -0.26 -0.25 -0.67 -0.11 -0.15 -0.24 -0.11 -0.30 -0.24 -0.39 -0.29 -1.02 -0.10 -0.62 -0.32 -1.11 -1.13 -1.81 -0.60 -1.49
 1982  5 -0.24 -0.26 -0.22 -0.42 -0.45 -0.40 -0.05  0.10 -0.10 -0.11 -0.21 -0.05 -0.59 -0.54 -0.66 -0.02  0.37 -0.13 -1.45 -1.30 -1.69  0.80  0.87  0.75 -0.30
 1982  6 -0.16 -0.39 -0.04 -0.31 -0.50 -0.14 -0.02 -0.17  0.04  0.00 -0.08  0.05 -0.49 -0.65 -0.29 -0.01 -0.20  0.04 -0.67 -0.84 -0.40  0.45  0.39  0.49 -1.47
 1982  7 -0.33 -0.28 -0.35 -0.31 -0.32 -0.30 -0.34 -0.22 -0.38 -0.16 -0.13 -0.17 -0.41 -0.40 -0.41 -0.42 -0.23 -0.47 -0.26 -0.26 -0.24  0.09  0.56 -0.29 -0.33
 1982  8 -0.27 -0.30 -0.25 -0.38 -0.40 -0.36 -0.15 -0.11 -0.17 -0.18 -0.26 -0.14 -0.50 -0.47 -0.53 -0.12  0.10 -0.18 -0.56 -0.69 -0.37 -0.29 -0.32 -0.27 -0.18
 1982  9 -0.27 -0.32 -0.24 -0.39 -0.32 -0.46 -0.15 -0.33 -0.09 -0.15 -0.17 -0.14 -0.56 -0.41 -0.75 -0.11 -0.34 -0.05 -1.41 -1.13 -1.85 -0.36 -0.70 -0.08 -0.50
 1982 10 -0.35 -0.48 -0.28 -0.47 -0.49 -0.44 -0.24 -0.45 -0.16 -0.30 -0.38 -0.25 -0.54 -0.52 -0.55 -0.22 -0.53 -0.14 -1.09 -1.42 -0.55  0.05 -0.44  0.44 -0.43
 1982 11 -0.24 -0.33 -0.19 -0.57 -0.71 -0.44  0.09  0.40 -0.02 -0.01 -0.14  0.06 -0.82 -0.86 -0.78  0.09  0.75 -0.08 -1.44 -1.59 -1.20  0.92  1.54  0.43 -0.88
 1982 12 -0.10  0.01 -0.16 -0.21 -0.22 -0.21  0.02  0.46 -0.13  0.14  0.04  0.19 -0.36 -0.30 -0.44 -0.07  0.79 -0.30 -0.92 -0.84 -1.04  1.36  2.02  0.84  0.62
 1983  1  0.02  0.05  0.00 -0.07 -0.10 -0.04  0.11  0.36  0.02  0.54  0.24  0.70 -0.33 -0.11 -0.62 -0.18  0.17 -0.27 -0.94 -0.49 -1.66  0.85  0.75  0.93  0.41
 1983  2 -0.13 -0.19 -0.09 -0.37 -0.46 -0.28  0.11  0.32  0.04  0.53  0.40  0.59 -0.79 -0.68 -0.93 -0.15  0.09 -0.22 -0.57 -0.11 -1.31  0.41  0.09  0.66 -0.10
 1983  3  0.14 -0.03  0.23 -0.03 -0.15  0.09  0.30  0.20  0.34  0.59  0.48  0.64 -0.34 -0.33 -0.35  0.14 -0.12  0.21  0.24  0.12  0.45 -0.22 -0.52  0.01 -0.93
 1983  4  0.06 -0.06  0.12 -0.21 -0.29 -0.13  0.32  0.39  0.30  0.47  0.45  0.47 -0.54 -0.53 -0.55  0.22  0.32  0.20 -0.72 -0.36 -1.30  0.77  1.28  0.36 -3.13
 1983  5  0.11  0.07  0.13 -0.15 -0.32  0.02  0.36  0.85  0.20  0.38  0.50  0.32 -0.42 -0.58 -0.21  0.35  1.11  0.15 -1.02 -1.21 -0.70  1.52  2.46  0.77 -1.53
 1983  6 -0.14 -0.25 -0.07 -0.25 -0.35 -0.15 -0.02 -0.04 -0.02  0.23  0.24  0.23 -0.51 -0.55 -0.45 -0.15 -0.26 -0.12 -0.39 -0.03 -0.97  0.38  0.19  0.53 -0.70
 1983  7  0.05 -0.03  0.09  0.06  0.04  0.09  0.04 -0.15  0.10  0.35  0.42  0.31 -0.10 -0.08 -0.12 -0.12 -0.63  0.02 -0.12 -0.26  0.11 -0.64 -0.73 -0.57  0.20
 1983  8 -0.02  0.03 -0.05  0.00  0.07 -0.07 -0.03 -0.04 -0.03  0.13  0.15  0.12 -0.08  0.04 -0.22 -0.11 -0.18 -0.09 -0.20 -0.26 -0.09 -0.53 -0.34 -0.69  1.00
 1983  9 -0.05  0.12 -0.14 -0.11 -0.03 -0.19  0.02  0.41 -0.11  0.05  0.11  0.02 -0.16 -0.05 -0.30 -0.03  0.58 -0.20 -0.04  0.23 -0.48  1.26  1.61  0.98 -0.14
 1983 10 -0.22 -0.24 -0.20 -0.29 -0.20 -0.37 -0.15 -0.32 -0.09 -0.14 -0.18 -0.12 -0.36 -0.25 -0.51 -0.15 -0.33 -0.10 -0.91 -0.74 -1.18 -0.77 -0.92 -0.64  0.31
 1983 11 -0.16 -0.11 -0.18 -0.13  0.10 -0.34 -0.19 -0.52 -0.07 -0.12 -0.15 -0.11 -0.14  0.18 -0.55 -0.20 -0.82 -0.04 -0.45  0.07 -1.30 -1.05 -1.66 -0.56 -0.39
 1983 12 -0.40 -0.54 -0.32 -0.47 -0.58 -0.38 -0.32 -0.45 -0.28 -0.39 -0.47 -0.36 -0.52 -0.63 -0.37 -0.28 -0.40 -0.25 -0.26 -0.20 -0.34 -0.28 -0.69  0.04 -2.50
 1984  1 -0.42 -0.56 -0.34 -0.57 -0.69 -0.45 -0.28 -0.32 -0.26 -0.48 -0.55 -0.45 -0.59 -0.75 -0.38 -0.19 -0.09 -0.22 -0.94 -0.79 -1.17  0.65  0.59  0.71 -0.97
 1984  2 -0.30 -0.51 -0.18 -0.52 -0.60 -0.43 -0.09 -0.32 -0.01 -0.31 -0.32 -0.30 -0.61 -0.72 -0.47  0.01 -0.26  0.09 -0.53 -0.54 -0.51 -0.02 -0.47  0.35  0.02
 1984  3 -0.24 -0.33 -0.18 -0.54 -0.56 -0.52  0.07  0.11  0.06 -0.12 -0.14 -0.11 -0.78 -0.75 -0.82  0.19  0.45  0.13 -0.39 -0.27 -0.58  0.97  1.42  0.61 -1.29
 1984  4 -0.33 -0.50 -0.23 -0.53 -0.70 -0.36 -0.13 -0.10 -0.14 -0.19 -0.20 -0.19 -0.72 -0.91 -0.48 -0.08  0.09 -0.13 -1.39 -1.68 -0.93  0.58  0.91  0.31 -1.26
 1984  5 -0.12 -0.03 -0.17 -0.34 -0.28 -0.41  0.10  0.46 -0.02 -0.29 -0.24 -0.31 -0.36 -0.28 -0.47  0.29  0.98  0.11 -0.24  0.12 -0.83  2.08  2.85  1.46 -0.53
 1984  6 -0.28 -0.33 -0.26 -0.24 -0.27 -0.21 -0.33 -0.43 -0.29 -0.34 -0.38 -0.33 -0.14 -0.21 -0.06 -0.36 -0.55 -0.31  0.13  0.11  0.16 -0.86 -0.89 -0.83 -0.61
 1984  7 -0.33 -0.45 -0.27 -0.37 -0.40 -0.33 -0.30 -0.53 -0.22 -0.50 -0.45 -0.52 -0.29 -0.38 -0.18 -0.20 -0.61 -0.10  0.29  0.20  0.44 -1.20 -0.92 -1.42 -0.43
 1984  8 -0.28 -0.32 -0.26 -0.27 -0.26 -0.27 -0.29 -0.43 -0.25 -0.30 -0.24 -0.33 -0.28 -0.32 -0.22 -0.27 -0.46 -0.22 -0.22 -0.43  0.11  0.20  0.39  0.05 -0.05
 1984  9 -0.61 -0.81 -0.50 -0.60 -0.82 -0.39 -0.62 -0.79 -0.57 -0.59 -0.67 -0.55 -0.61 -0.89 -0.26 -0.64 -0.84 -0.58  0.18 -0.25  0.87 -0.40 -0.20 -0.55 -1.01
 1984 10 -0.31 -0.46 -0.23 -0.37 -0.47 -0.27 -0.26 -0.44 -0.20 -0.38 -0.39 -0.38 -0.37 -0.51 -0.19 -0.18 -0.45 -0.11  0.27 -0.07  0.81 -0.36 -0.81  0.00 -0.81
 1984 11 -0.53 -0.67 -0.44 -0.73 -0.79 -0.67 -0.33 -0.45 -0.29 -0.55 -0.55 -0.54 -0.79 -0.84 -0.72 -0.25 -0.42 -0.20 -1.01 -1.23 -0.65 -0.62 -0.77 -0.49 -1.01
 1984 12 -0.48 -0.88 -0.24 -0.75 -1.32 -0.21 -0.20 -0.03 -0.26 -0.44 -0.54 -0.38 -0.88 -1.54 -0.04 -0.12  0.30 -0.23 -0.48 -1.10  0.51  0.97  1.49  0.55  0.72
 1985  1 -0.26 -0.30 -0.24 -0.41 -0.46 -0.35 -0.12  0.02 -0.17 -0.31 -0.21 -0.37 -0.46 -0.56 -0.33 -0.01  0.24 -0.08  1.27  0.97  1.74  0.59  0.94  0.31 -2.08
 1985  2 -0.32 -0.42 -0.27 -0.34 -0.44 -0.25 -0.31 -0.39 -0.28 -0.30 -0.23 -0.33 -0.34 -0.51 -0.13 -0.33 -0.52 -0.28 -0.70 -0.81 -0.53 -0.72 -1.26 -0.30 -1.67
 1985  3 -0.24 -0.34 -0.18 -0.52 -0.61 -0.43  0.04  0.19 -0.01 -0.24 -0.01 -0.35 -0.65 -0.80 -0.46  0.17  0.35  0.12 -1.14 -1.20 -1.03  0.04  0.40 -0.25  0.11
 1985  4 -0.31 -0.29 -0.32 -0.51 -0.40 -0.61 -0.11 -0.08 -0.13 -0.52 -0.50 -0.53 -0.47 -0.35 -0.63  0.06  0.21  0.02 -1.87 -1.71 -2.12  0.21  0.81 -0.28  0.69
 1985  5 -0.33 -0.31 -0.34 -0.34 -0.25 -0.43 -0.32 -0.44 -0.27 -0.36 -0.31 -0.39 -0.32 -0.22 -0.44 -0.31 -0.56 -0.24 -0.50 -0.68 -0.21 -0.74 -0.91 -0.61  0.70
 1985  6 -0.30 -0.28 -0.31 -0.41 -0.43 -0.40 -0.19  0.02 -0.25 -0.42 -0.41 -0.42 -0.43 -0.47 -0.38 -0.04  0.45 -0.17 -0.30 -0.52  0.05  0.23  0.46  0.05 -0.33
 1985  7 -0.45 -0.67 -0.31 -0.61 -0.73 -0.49 -0.28 -0.56 -0.19 -0.65 -0.67 -0.64 -0.57 -0.73 -0.37 -0.11 -0.52  0.00 -0.63 -1.14  0.18 -0.72 -1.77  0.11 -0.11
 1985  8 -0.27 -0.22 -0.31 -0.46 -0.35 -0.57 -0.09  0.05 -0.13 -0.39 -0.32 -0.43 -0.49 -0.37 -0.65  0.07  0.37 -0.02 -0.85 -0.82 -0.90  0.08  0.76 -0.46 -0.76
 1985  9 -0.32 -0.39 -0.28 -0.48 -0.41 -0.54 -0.17 -0.36 -0.10 -0.38 -0.39 -0.37 -0.53 -0.41 -0.67 -0.07 -0.34  0.01 -0.20 -0.05 -0.45 -0.48 -0.41 -0.55 -1.15
 1985 10 -0.41 -0.50 -0.36 -0.43 -0.41 -0.44 -0.40 -0.66 -0.31 -0.28 -0.33 -0.26 -0.53 -0.50 -0.58 -0.43 -0.78 -0.34 -0.57 -0.62 -0.50 -0.51 -0.86 -0.23  0.28
 1985 11 -0.26 -0.40 -0.17 -0.27 -0.34 -0.20 -0.25 -0.53 -0.16 -0.31 -0.40 -0.26 -0.28 -0.36 -0.18 -0.19 -0.53 -0.10  1.22  1.23  1.19 -0.88 -1.47 -0.42 -0.82
 1985 12 -0.22 -0.30 -0.18 -0.22 -0.23 -0.21 -0.23 -0.43 -0.16 -0.26 -0.24 -0.27 -0.22 -0.22 -0.21 -0.19 -0.61 -0.08  0.89  1.03  0.67 -0.85 -1.21 -0.56 -1.15
 1986  1 -0.14 -0.02 -0.21 -0.20  0.02 -0.42 -0.07 -0.10 -0.06 -0.15 -0.18 -0.14 -0.24  0.07 -0.65 -0.02  0.00 -0.02 -0.62 -0.27 -1.20 -0.01  0.31 -0.25  0.90
 1986  2 -0.27 -0.22 -0.30 -0.52 -0.51 -0.53 -0.03  0.32 -0.15 -0.40 -0.41 -0.39 -0.57 -0.53 -0.61  0.15  0.92 -0.05  0.38  0.40  0.34  1.61  2.71  0.74  0.35
 1986  3 -0.27 -0.31 -0.24 -0.38 -0.44 -0.32 -0.15 -0.07 -0.18 -0.34 -0.41 -0.31 -0.42 -0.47 -0.36 -0.03  0.27 -0.11 -1.39 -1.28 -1.56  0.53  0.74  0.37  1.17
 1986  4 -0.14 -0.11 -0.15 -0.28 -0.20 -0.36  0.01  0.06 -0.01 -0.18 -0.16 -0.18 -0.34 -0.23 -0.48  0.11  0.28  0.06 -1.06 -0.88 -1.33  0.49  0.51  0.47  0.49
 1986  5 -0.12 -0.17 -0.10 -0.23 -0.31 -0.16 -0.01  0.09 -0.05 -0.18 -0.15 -0.19 -0.26 -0.36 -0.13  0.06  0.29  0.00 -0.63 -0.88 -0.24  0.36  0.46  0.29  0.04
 1986  6 -0.21 -0.29 -0.15 -0.19 -0.22 -0.16 -0.22 -0.42 -0.15 -0.21 -0.21 -0.21 -0.18 -0.22 -0.14 -0.22 -0.62 -0.11 -0.30 -0.52  0.05 -0.46 -1.26  0.16  0.94
 1986  7 -0.26 -0.40 -0.18 -0.33 -0.40 -0.27 -0.18 -0.40 -0.11 -0.34 -0.42 -0.30 -0.35 -0.41 -0.26 -0.08 -0.31 -0.02 -0.80 -0.59 -1.13  0.05 -0.28  0.31 -0.41
 1986  8 -0.31 -0.44 -0.23 -0.38 -0.45 -0.31 -0.24 -0.42 -0.17 -0.16 -0.09 -0.20 -0.55 -0.60 -0.49 -0.22 -0.60 -0.11 -1.21 -1.07 -1.44 -0.54 -0.68 -0.42 -0.58
 1986  9 -0.39 -0.55 -0.29 -0.49 -0.59 -0.40 -0.29 -0.49 -0.22 -0.22 -0.35 -0.16 -0.64 -0.67 -0.60 -0.31 -0.60 -0.24 -1.21 -1.06 -1.44 -0.91 -1.44 -0.49 -1.27
 1986 10 -0.38 -0.44 -0.35 -0.38 -0.41 -0.35 -0.38 -0.49 -0.35 -0.16 -0.29 -0.09 -0.53 -0.49 -0.58 -0.47 -0.54 -0.45 -0.59 -0.28 -1.08 -0.49 -0.37 -0.59 -0.38
 1986 11 -0.23 -0.44 -0.10 -0.36 -0.53 -0.20 -0.09 -0.26 -0.03 -0.13 -0.23 -0.07 -0.51 -0.66 -0.32 -0.05 -0.24  0.00 -0.35 -0.13 -0.71  0.20 -0.22  0.53 -0.09
 1986 12 -0.22 -0.42 -0.11 -0.37 -0.54 -0.21 -0.07 -0.18 -0.03 -0.07 -0.20 -0.01 -0.51 -0.62 -0.36 -0.09 -0.23 -0.05 -1.27 -1.55 -0.82 -0.40 -0.71 -0.16  0.17
 1987  1  0.04  0.07  0.02  0.05 -0.01  0.10  0.03  0.22 -0.04  0.11  0.07  0.14 -0.01 -0.05  0.04  0.01  0.39 -0.10 -0.25 -0.69  0.45  0.24  0.82 -0.22 -0.28
 1987  2  0.08  0.26 -0.02  0.07  0.40 -0.24  0.09  0.00  0.12  0.15  0.10  0.18  0.05  0.50 -0.52  0.05 -0.08  0.08 -0.56 -0.06 -1.37  0.24 -0.21  0.60  0.42
 1987  3 -0.19 -0.36 -0.09 -0.22 -0.37 -0.08 -0.16 -0.35 -0.10  0.12  0.11  0.12 -0.40 -0.52 -0.24 -0.31 -0.74 -0.19 -0.45 -0.41 -0.51 -0.48 -0.95 -0.11  0.00
 1987  4  0.00 -0.10  0.06 -0.15 -0.19 -0.10  0.15  0.09  0.17  0.24  0.16  0.29 -0.34 -0.29 -0.40  0.09 -0.01  0.12 -0.71 -1.03 -0.20 -0.69 -0.81 -0.59  0.93
 1987  5 -0.13 -0.24 -0.07 -0.25 -0.24 -0.25 -0.01 -0.22  0.06  0.03  0.03  0.03 -0.36 -0.31 -0.43 -0.06 -0.48  0.06 -0.84 -1.09 -0.44 -0.44 -0.71 -0.22  1.09
 1987  6  0.09 -0.03  0.17 -0.02 -0.22  0.17  0.20  0.32  0.17  0.35  0.22  0.42 -0.23 -0.37 -0.04  0.14  0.44  0.06 -0.72 -1.17  0.01  0.43  1.07 -0.09  0.58
 1987  7  0.05  0.03  0.06  0.04 -0.05  0.12  0.05  0.16  0.01  0.38  0.51  0.31 -0.15 -0.26 -0.02 -0.10 -0.04 -0.12 -0.29 -0.49  0.02  0.31  0.42  0.23 -0.39
 1987  8 -0.04 -0.19  0.04 -0.11 -0.20 -0.02  0.02 -0.17  0.08  0.31  0.28  0.32 -0.31 -0.36 -0.25 -0.15 -0.52 -0.05 -0.66 -0.70 -0.60 -0.33 -1.08  0.27 -0.51
 1987  9 -0.08  0.01 -0.13 -0.02  0.05 -0.10 -0.13 -0.08 -0.14  0.37  0.43  0.34 -0.25 -0.09 -0.45 -0.38 -0.46 -0.36 -1.04 -0.67 -1.65 -0.32 -0.34 -0.31 -0.39
 1987 10  0.09  0.07  0.10  0.10 -0.05  0.24  0.08  0.29  0.00  0.48  0.46  0.49 -0.08 -0.20  0.07 -0.15  0.11 -0.22  0.62  0.56  0.71 -0.01  0.33 -0.29 -0.47
 1987 11 -0.02 -0.06  0.01 -0.07 -0.13 -0.02  0.04  0.07  0.03  0.46  0.45  0.46 -0.35 -0.32 -0.38 -0.19 -0.23 -0.18 -1.10 -1.09 -1.12 -0.77 -1.18 -0.45  0.52
 1987 12  0.27  0.37  0.22  0.37  0.48  0.28  0.17  0.16  0.17  0.56  0.51  0.59  0.25  0.46  0.00 -0.01 -0.10  0.01 -0.29 -0.19 -0.46  0.07 -0.27  0.34  0.25
 1988  1  0.16  0.20  0.14  0.15  0.16  0.15  0.18  0.28  0.14  0.36  0.38  0.35  0.01  0.08 -0.07  0.11  0.22  0.08 -0.23 -0.01 -0.57  0.47  0.39  0.52 -1.34
 1988  2 -0.08 -0.29  0.04 -0.15 -0.38  0.07 -0.01 -0.12  0.02  0.23  0.22  0.24 -0.35 -0.56 -0.08 -0.13 -0.42 -0.06  0.19 -0.34  1.03 -0.59 -0.78 -0.43 -1.23
 1988  3  0.11  0.06  0.14 -0.01 -0.04  0.01  0.23  0.25  0.23  0.43  0.45  0.42 -0.27 -0.24 -0.30  0.16  0.21  0.14 -0.35  0.16 -1.16  0.21  0.16  0.25 -0.69
